symbol	name	chrom	start	end	strand
PLAA	phospholipase A2 activating protein	chr9	26903372	26947490	-
IFT74	intraflagellar transport 74	chr9	26947039	27066134	+
LRRC19	leucine rich repeat containing 19	chr9	26993136	27005709	-
TEK	TEK receptor tyrosine kinase	chr9	27109030	27232092	+
EQTN	equatorin	chr9	27284654	27297150	-
MOB3B	MOB kinase activator 3B	chr9	27325209	27529814	-
IFNK	interferon kappa	chr9	27524290	27526498	+
C9orf72	C9orf72-SMCR8 complex subunit	chr9	27535640	27573895	-
LINGO2	leucine rich repeat and Ig domain containing 2	chr9	27937617	29213601	-
ACO1	aconitase 1	chr9	32384603	32454769	+
RIGI	RNA sensor RIG-I	chr9	32455302	32526348	-
TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase	chr9	32540544	32552603	-
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	chr9	32553001	32573184	-
TAF1L	TATA-box binding protein associated factor 1 like	chr9	32629454	32635669	-
TMEM215	transmembrane protein 215	chr9	32783540	32789201	+
APTX	aprataxin	chr9	32886601	33025130	-
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	chr9	33025206	33039916	+
SMU1	SMU1 DNA replication regulator and spliceosomal factor	chr9	33041765	33076694	-
B4GALT1	beta-1,4-galactosyltransferase 1	chr9	33100493	33167359	-
SPINK4	serine peptidase inhibitor Kazal type 4	chr9	33218365	33248567	+
BAG1	BAG cochaperone 1	chr9	33247820	33264720	-
CHMP5	charged multivesicular body protein 5	chr9	33264017	33282071	+
NFX1	nuclear transcription factor, X-box binding 1	chr9	33290428	33371872	+
AQP7	aquaporin 7	chr9	33383179	33402682	-
AQP3	aquaporin 3 (Gill blood group)	chr9	33441156	33447596	-
NOL6	nucleolar protein 6	chr9	33461353	33473930	-
ANKRD18B	ankyrin repeat domain 18B	chr9	33524251	33608848	+
PRSS3	serine protease 3	chr9	33750679	33799231	+
UBE2R2	ubiquitin conjugating enzyme E2 R2	chr9	33817160	33920399	+
UBAP2	ubiquitin associated protein 2	chr9	33921691	34049420	-
DCAF12	DDB1 and CUL4 associated factor 12	chr9	34086384	34127399	-
UBAP1	ubiquitin associated protein 1	chr9	34179005	34252523	+
KIF24	kinesin family member 24	chr9	34252380	34329280	-
NUDT2	nudix hydrolase 2	chr9	34329506	34343713	+
MYORG	myogenesis regulating glycosidase	chr9	34366666	34377150	-
SPMIP6	sperm microtubule inner protein 6	chr9	34379019	34397828	-
FAM219A	family with sequence similarity 219 member A	chr9	34398184	34458591	-
DNAI1	dynein axonemal intermediate chain 1	chr9	34457414	34520988	+
ENHO	energy homeostasis associated	chr9	34521043	34523174	-
CNTFR	ciliary neurotrophic factor receptor	chr9	34551423	34593478	-
RPP25L	ribonuclease P/MRP subunit p25 like	chr9	34610486	34612605	-
DCTN3	dynactin subunit 3	chr9	34613545	34620523	-
ARID3C	AT-rich interaction domain 3C	chr9	34621049	34629066	-
SIGMAR1	sigma non-opioid intracellular receptor 1	chr9	34634720	34637844	-
GALT	galactose-1-phosphate uridylyltransferase	chr9	34637367	34651754	+
IL11RA	interleukin 11 receptor subunit alpha	chr9	34651582	34661902	+
CCL27	C-C motif chemokine ligand 27	chr9	34661880	34664048	-
CCL19	C-C motif chemokine ligand 19	chr9	34689570	34691276	-
CCL21	C-C motif chemokine ligand 21	chr9	34709005	34710167	-
SPATA31F1	SPATA31 subfamily F member 1	chr9	34723053	34729488	-
SPATA31F3	SPATA31 subfamily F member 3	chr9	34889066	34895764	-
PHF24	PHD finger protein 24	chr9	34957608	34982544	+
DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	chr9	34989641	34998900	+
SPATA31G1	SPATA31 subfamily G member 1	chr9	35041095	35045986	+
VCP	valosin containing protein	chr9	35053928	35072671	-
FANCG	FA complementation group G	chr9	35073820	35082444	-
PIGO	phosphatidylinositol glycan anchor biosynthesis class O	chr9	35085493	35096632	-
STOML2	stomatin like 2	chr9	35099606	35103195	-
ATOSB	atos homolog B	chr9	35104112	35116357	-
UNC13B	unc-13 homolog B	chr9	35161829	35405339	+
RUSC2	RUN and SH3 domain containing 2	chr9	35489712	35561898	+
CIMIP2B	ciliary microtubule inner protein 2B	chr9	35561831	35563899	-
TESK1	testis associated actin remodelling kinase 1	chr9	35605262	35610041	+
CD72	CD72 molecule	chr9	35609982	35646810	-
SIT1	signaling threshold regulating transmembrane adaptor 1	chr9	35649288	35650963	-
CCDC107	coiled-coil domain containing 107	chr9	35658290	35661511	+
ARHGEF39	Rho guanine nucleotide exchange factor 39	chr9	35658875	35675866	-
CA9	carbonic anhydrase 9	chr9	35673928	35681159	+
TPM2	tropomyosin 2	chr9	35681992	35690056	-
TLN1	talin 1	chr9	35696948	35732195	-
CREB3	cAMP responsive element binding protein 3	chr9	35732296	35738886	+
GBA2	glucosylceramidase beta 2	chr9	35736864	35749986	-
RGP1	RGP1 homolog, RAB6A GEF complex partner 1	chr9	35748613	35758600	+
MSMP	microseminoprotein, prostate associated	chr9	35752990	35756613	-
NPR2	natriuretic peptide receptor 2	chr9	35791003	35809732	+
SPAG8	sperm associated antigen 8	chr9	35808045	35812272	-
HINT2	histidine triad nucleotide binding protein 2	chr9	35812960	35815354	-
TMEM8B	transmembrane protein 8B	chr9	35814451	35865518	+
FAM221B	family with sequence similarity 221 member B	chr9	35816391	35828747	-
OR13J1	olfactory receptor family 13 subfamily J member 1	chr9	35869463	35870401	-
HRCT1	histidine rich carboxyl terminus 1	chr9	35906202	35907136	+
SPAAR	small regulatory polypeptide of amino acid response	chr9	35909488	35937153	+
OR2S2	olfactory receptor family 2 subfamily S member 2	chr9	35957108	35958154	-
OR13C7	olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)	chr9	36002909	36003867	-
RECK	reversion inducing cysteine rich protein with kazal motifs	chr9	36036905	36124455	+
GLIPR2	GLI pathogenesis related 2	chr9	36136536	36163913	+
CCIN	calicin	chr9	36169388	36171334	+
CLTA	clathrin light chain A	chr9	36190856	36304781	+
GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	chr9	36214441	36277042	-
RNF38	ring finger protein 38	chr9	36336396	36487548	-
MELK	maternal embryonic leucine zipper kinase	chr9	36572074	36682131	+
PAX5	paired box 5	chr9	36833269	37034268	-
ZCCHC7	zinc finger CCHC-type containing 7	chr9	37120478	37358177	+
GRHPR	glyoxylate and hydroxypyruvate reductase	chr9	37422664	37437259	+
ZBTB5	zinc finger and BTB domain containing 5	chr9	37437687	37468850	-
POLR1E	RNA polymerase I subunit E	chr9	37481695	37503701	+
FBXO10	F-box protein 10	chr9	37510892	37576380	-
TOMM5	translocase of outer mitochondrial membrane 5	chr9	37582646	37592609	-
FRMPD1	FERM and PDZ domain containing 1	chr9	37650954	37746904	+
TRMT10B	tRNA methyltransferase 10B	chr9	37753774	37778972	+
EXOSC3	exosome component 3	chr9	37759234	37832117	-
DCAF10	DDB1 and CUL4 associated factor 10	chr9	37800554	37867666	+
SLC25A51	solute carrier family 25 member 51	chr9	37879400	37904387	-
SHB	SH2 domain containing adaptor protein B	chr9	37915898	38069227	-
ALDH1B1	aldehyde dehydrogenase 1 family member B1	chr9	38392623	38398661	+
IGFBPL1	insulin like growth factor binding protein like 1	chr9	38406528	38424454	-
ANKRD18A	ankyrin repeat domain 18A	chr9	38540567	38620596	-
FAM240B	family with sequence similarity 240 member B	chr9	38694266	38720133	-
CNTNAP3	contactin associated protein family member 3	chr9	39064710	39288611	-
SPATA31A1	SPATA31 subfamily A member 1	chr9	39355669	39361962	+
FOXD4L6	forkhead box D4 like 6	chr9	41126435	41128681	-
ZNG1F	Zn regulated GTPase metalloprotein activator 1F	chr9	41131288	41199261	-
CNTNAP3B	contactin associated protein family member 3B	chr9	41890314	42129552	-
SPATA31A6	SPATA31 subfamily A member 6	chr9	42183659	42189887	+
SPATA31A5	SPATA31 subfamily A member 5	chr9	60914407	60920653	+
SPATA31A7	SPATA31 subfamily A member 7	chr9	61190036	61196280	+
CNTNAP3C	contactin associated protein family member 3C	chr9	61330717	61453030	+
FOXD4L5	forkhead box D4 like 5	chr9	65282101	65285209	-
ZNG1E	Zn regulated GTPase metalloprotein activator 1E	chr9	65668805	65735823	+
FOXD4L4	forkhead box D4 like 4	chr9	65737146	65738396	+
ZNF658	zinc finger protein 658	chr9	66856426	66932141	+
SPATA31A3	SPATA31 subfamily A member 3	chr9	66986304	66992550	-
ANKRD20A1	ankyrin repeat domain 20 family member A1	chr9	67832765	67920552	+
ZNG1C	Zn regulated GTPase metalloprotein activator 1C	chr9	68232003	68300036	+
FOXD4L3	forkhead box D4 like 3	chr9	68302867	68305084	+
PGM5	phosphoglucomutase 5	chr9	68328308	68535009	+
TMEM252	transmembrane protein 252	chr9	68536580	68540883	-
PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	chr9	68705190	69009191	+
PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1	chr9	68780065	68785566	+
PRKACG	protein kinase cAMP-activated catalytic subunit gamma	chr9	69012504	69014113	-
FXN	frataxin	chr9	69035750	69079076	+
TJP2	tight junction protein 2	chr9	69121264	69274615	+
ENTREP1	endosomal transmembrane epsin interactor 1	chr9	69324567	69392592	+
APBA1	amyloid beta precursor protein binding family A member 1	chr9	69427532	69672371	-
PTAR1	protein prenyltransferase alpha subunit repeat containing 1	chr9	69709522	69760011	-
CFAP95	cilia and flagella associated protein 95	chr9	69820815	69906655	+
MAMDC2	MAM domain containing 2	chr9	70043820	70226987	+
SMC5	structural maintenance of chromosomes 5	chr9	70258270	70354874	+
KLF9	KLF transcription factor 9	chr9	70384604	70414657	-
TRPM3	transient receptor potential cation channel subfamily M member 3	chr9	70529060	71446977	-
CEMIP2	cell migration inducing hyaluronidase 2	chr9	71683364	71816690	-
ABHD17B	abhydrolase domain containing 17B, depalmitoylase	chr9	71862452	71911224	-
C9orf85	chromosome 9 open reading frame 85	chr9	71911457	71986054	+
C9orf57	chromosome 9 open reading frame 57	chr9	72051376	72072721	-
GDA	guanine deaminase	chr9	72114595	72257193	+
ZFAND5	zinc finger AN1-type containing 5	chr9	72351412	72365328	-
TMC1	transmembrane channel like 1	chr9	72521608	72838297	+
ALDH1A1	aldehyde dehydrogenase 1 family member A1	chr9	72900670	73080442	-
ANXA1	annexin A1	chr9	73148874	73170629	+
RORB	RAR related orphan receptor B	chr9	74497335	74693177	+
TRPM6	transient receptor potential cation channel subfamily M member 6	chr9	74722495	74888094	-
C9orf40	chromosome 9 open reading frame 40	chr9	74946583	74952912	-
CARNMT1	carnosine N-methyltransferase 1	chr9	74980790	75028437	-
NMRK1	nicotinamide riboside kinase 1	chr9	75060573	75088306	-
OSTF1	osteoclast stimulating factor 1	chr9	75088480	75149429	+
PCSK5	proprotein convertase subtilisin/kexin type 5	chr9	75890644	76362975	+
RFK	riboflavin kinase	chr9	76385526	76394517	-
GCNT1	glucosaminyl (N-acetyl) transferase 1	chr9	76419850	76651203	+
PRUNE2	prune homolog 2 with BCH domain	chr9	76611376	76906591	-
FOXB2	forkhead box B2	chr9	77018706	77022372	+
VPS13A	vacuolar protein sorting 13 homolog A	chr9	77177445	77421537	+
GNA14	G protein subunit alpha 14	chr9	77423079	77648322	-
GNAQ	G protein subunit alpha q	chr9	77716097	78031972	-
CEP78	centrosomal protein 78	chr9	78236042	78279690	+
PSAT1	phosphoserine aminotransferase 1	chr9	78297094	78330098	+
TLE4	TLE family member 4, transcriptional corepressor	chr9	79571773	79726882	+
TLE1	TLE family member 1, transcriptional corepressor	chr9	81582313	81689681	-
SPATA31D4	SPATA31 subfamily D member 4	chr9	81928428	81934998	+
SPATA31D3	SPATA31 subfamily D member 3	chr9	81943500	81950093	+
SPATA31D1	SPATA31 subfamily D member 1	chr9	81988772	81995253	+
RASEF	RAS and EF-hand domain containing	chr9	82979590	83063255	-
FRMD3	FERM domain containing 3	chr9	83242990	83538737	-
IDNK	IDNK gluconokinase	chr9	83623049	83644137	+
UBQLN1	ubiquilin 1	chr9	83657386	83707993	-
GKAP1	G kinase anchoring protein 1	chr9	83739423	83829516	-
KIF27	kinesin family member 27	chr9	83834099	83921494	-
QNG1	Q-nucleotide N-glycosylase 1	chr9	83938311	83956986	-
HNRNPK	heterogeneous nuclear ribonucleoprotein K	chr9	83966766	83981586	-
RMI1	RecQ mediated genome instability 1	chr9	83980355	84004078	+
SLC28A3	solute carrier family 28 member 3	chr9	84275457	84340758	-
NTRK2	neurotrophic receptor tyrosine kinase 2	chr9	84668375	85095751	+
AGTPBP1	ATP/GTP binding carboxypeptidase 1	chr9	85546539	85742144	-
NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	chr9	85941002	86026967	+
GOLM1	golgi membrane protein 1	chr9	86026138	86100173	-
C9orf153	chromosome 9 open reading frame 153	chr9	86220265	86259657	-
ISCA1	iron-sulfur cluster assembly 1	chr9	86264546	86283102	-
TUT7	terminal uridylyl transferase 7	chr9	86287725	86354541	-
GAS1	growth arrest specific 1	chr9	86944362	86947506	-
DAPK1	death associated protein kinase 1	chr9	87497228	87709073	+
CTSL	cathepsin L	chr9	87724051	87731469	+
SPATA31E1	SPATA31 subfamily E member 1	chr9	87882877	87888903	+
SPATA31C1	SPATA31 subfamily C member 1	chr9	87914488	87923657	+
CDK20	cyclin dependent kinase 20	chr9	87964906	87974764	-
SPATA31C2	SPATA31 subfamily C member 2	chr9	88129305	88138475	-
SPIN1	spindlin 1	chr9	88387434	88480234	+
NXNL2	nucleoredoxin like 2	chr9	88534033	88584274	+
S1PR3	sphingosine-1-phosphate receptor 3	chr9	88990863	89005155	+
SHC3	SHC adaptor protein 3	chr9	89005771	89178818	-
CKS2	CDC28 protein kinase regulatory subunit 2	chr9	89311155	89316715	+
SECISBP2	SECIS binding protein 2	chr9	89318460	89363633	+
SEMA4D	semaphorin 4D	chr9	89360787	89498167	-
GADD45G	growth arrest and DNA damage inducible gamma	chr9	89605012	89606555	+
DIRAS2	DIRAS family GTPase 2	chr9	90609832	90642862	-
SYK	spleen associated tyrosine kinase	chr9	90801579	90898549	+
AUH	AU RNA binding methylglutaconyl-CoA hydratase	chr9	91213815	91361961	-
NFIL3	nuclear factor, interleukin 3 regulated	chr9	91408748	91425066	-
ROR2	receptor tyrosine kinase like orphan receptor 2	chr9	91563091	91950240	-
SPTLC1	serine palmitoyltransferase long chain base subunit 1	chr9	92000087	92115433	-
IARS1	isoleucyl-tRNA synthetase 1	chr9	92210207	92293854	-
NOL8	nucleolar protein 8	chr9	92297358	92325636	-
CENPP	centromere protein P	chr9	92325953	92620529	+
OGN	osteoglycin	chr9	92383268	92406734	-
OMD	osteomodulin	chr9	92412380	92424471	-
ASPN	asporin	chr9	92456205	92492208	-
ECM2	extracellular matrix protein 2	chr9	92493554	92536736	-
IPPK	inositol-pentakisphosphate 2-kinase	chr9	92613181	92670262	-
BICD2	BICD cargo adaptor 2	chr9	92711363	92764833	-
ZNF484	zinc finger protein 484	chr9	92843171	92878038	-
FGD3	FYVE, RhoGEF and PH domain containing 3	chr9	92947486	93036238	+
SUSD3	sushi domain containing 3	chr9	93058688	93085138	+
CARD19	caspase recruitment domain family member 19	chr9	93096161	93113283	+
NINJ1	ninjurin 1	chr9	93121496	93134310	-
WNK2	WNK lysine deficient protein kinase 2	chr9	93184122	93320572	+
FAM120AOS	family with sequence similarity 120 member A opposite strand	chr9	93431441	93453581	-
FAM120A	family with sequence similarity 120 member A	chr9	93451685	93566112	+
PHF2	PHD finger protein 2	chr9	93576584	93679599	+
BARX1	BARX homeobox 1	chr9	93951627	93955355	-
PTPDC1	protein tyrosine phosphatase domain containing 1	chr9	94030794	94109856	+
ZNF169	zinc finger protein 169	chr9	94259298	94303967	+
NUTM2F	NUT family member 2F	chr9	94318198	94328644	-
FBP2	fructose-bisphosphatase 2	chr9	94558720	94593824	-
FBP1	fructose-bisphosphatase 1	chr9	94603133	94640323	-
AOPEP	aminopeptidase O (putative)	chr9	94726604	95151793	+
FANCC	FA complementation group C	chr9	95099054	95426796	-
PTCH1	patched 1	chr9	95442980	95517057	-
ERCC6L2	ERCC excision repair 6 like 2	chr9	95871264	96121154	+
HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	chr9	96235306	96302176	-
SLC35D2	solute carrier family 35 member D2	chr9	96313444	96383711	-
ZNF367	zinc finger protein 367	chr9	96385941	96418370	-
HABP4	hyaluronan binding protein 4	chr9	96450160	96491336	+
CDC14B	cell division cycle 14B	chr9	96490241	96619855	-
PRXL2C	peroxiredoxin like 2C	chr9	96639577	96655337	-
ZNF510	zinc finger protein 510	chr9	96754553	96778129	-
ZNF782	zinc finger protein 782	chr9	96815490	96875623	-
NUTM2G	NUT family member 2G	chr9	96928310	96940253	+
CTSV	cathepsin V	chr9	97025073	97156556	-
CCDC180	coiled-coil domain containing 180	chr9	97307304	97378751	+
TDRD7	tudor domain containing 7	chr9	97412069	97496125	+
TMOD1	tropomodulin 1	chr9	97501180	97601743	+
TSTD2	thiosulfate sulfurtransferase like domain containing 2	chr9	97600080	97633377	-
NCBP1	nuclear cap binding protein subunit 1	chr9	97633448	97673748	+
XPA	XPA, DNA damage recognition and repair factor	chr9	97674909	97697340	-
FOXE1	forkhead box E1	chr9	97853226	97856717	+
TRMO	tRNA methyltransferase O	chr9	97894512	97922525	-
HEMGN	hemogen	chr9	97926791	97944856	-
ANP32B	acidic nuclear phosphoprotein 32 family member B	chr9	97983215	98015943	+
NANS	N-acetylneuraminate synthase	chr9	98056674	98083087	+
TRIM14	tripartite motif containing 14	chr9	98068968	98119399	-
CORO2A	coronin 2A	chr9	98120975	98193206	-
TBC1D2	TBC1 domain family member 2	chr9	98199011	98255649	-
GABBR2	gamma-aminobutyric acid type B receptor subunit 2	chr9	98288096	98709739	-
ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	chr9	98731329	98796965	-
GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	chr9	98807613	98851266	+
COL15A1	collagen type XV alpha 1 chain	chr9	98942680	99070797	+
TGFBR1	transforming growth factor beta receptor 1	chr9	99104038	99154192	+
ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	chr9	99216425	99221942	-
SEC61B	SEC61 translocon subunit beta	chr9	99222064	99230615	+
NR4A3	nuclear receptor subfamily 4 group A member 3	chr9	99821855	99866891	+
STX17	syntaxin 17	chr9	99906654	99974534	+
ERP44	endoplasmic reticulum protein 44	chr9	99979185	100099052	-
INVS	inversin	chr9	100098699	100306072	+
TEX10	testis expressed 10	chr9	100302072	100352957	-
MSANTD3	Myb/SANT DNA binding domain containing 3	chr9	100426693	100451734	+
TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	chr9	100473121	100577636	+
CAVIN4	caveolae associated protein 4	chr9	100578033	100588402	+
PLPPR1	phospholipid phosphatase related 1	chr9	101028727	101325135	+
BAAT	bile acid-CoA:amino acid N-acyltransferase	chr9	101354182	101385400	-
MRPL50	mitochondrial ribosomal protein L50	chr9	101387633	101398618	-
ZNF189	zinc finger protein 189	chr9	101398851	101410660	+
ALDOB	aldolase, fructose-bisphosphate B	chr9	101420560	101449664	-
PGAP4	post-GPI attachment to proteins GalNAc transferase 4	chr9	101473170	101533537	-
RNF20	ring finger protein 20	chr9	101533853	101563344	+
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	chr9	101569352	101738647	-
PPP3R2	protein phosphatase 3 regulatory subunit B, beta	chr9	101591604	101595021	-
CYLC2	cylicin 2	chr9	102995311	103018488	+
SMC2	structural maintenance of chromosomes 2	chr9	104093695	104144486	+
OR13F1	olfactory receptor family 13 subfamily F member 1	chr9	104504263	104505222	+
OR13C4	olfactory receptor family 13 subfamily C member 4	chr9	104526253	104527209	-
OR13C3	olfactory receptor family 13 subfamily C member 3	chr9	104535749	104536856	-
OR13C8	olfactory receptor family 13 subfamily C member 8	chr9	104569168	104570130	+
OR13C5	olfactory receptor family 13 subfamily C member 5	chr9	104598457	104599413	-
OR13C2	olfactory receptor family 13 subfamily C member 2	chr9	104604671	104605627	-
OR13C9	olfactory receptor family 13 subfamily C member 9	chr9	104617248	104618204	-
OR13D1	olfactory receptor family 13 subfamily D member 1	chr9	104694518	104695462	+
NIPSNAP3A	nipsnap homolog 3A	chr9	104747683	104760138	+
NIPSNAP3B	nipsnap homolog 3B	chr9	104763850	104777764	+
ABCA1	ATP binding cassette subfamily A member 1	chr9	104781006	104928155	-
SLC44A1	solute carrier family 44 member 1	chr9	105244536	105439171	+
FSD1L	fibronectin type III and SPRY domain containing 1 like	chr9	105447796	105552433	+
FKTN	fukutin	chr9	105558122	105653820	+
TAL2	TAL bHLH transcription factor 2	chr9	105662457	105663124	+
TMEM38B	transmembrane protein 38B	chr9	105694519	105776629	+
ZNF462	zinc finger protein 462	chr9	106862286	107013634	+
RAD23B	RAD23 homolog B, nucleotide excision repair protein	chr9	107283137	107332192	+
KLF4	KLF transcription factor 4	chr9	107484852	107490482	-
ACTL7B	actin like 7B	chr9	108854588	108855986	-
ACTL7A	actin like 7A	chr9	108862266	108863756	+
ELP1	elongator acetyltransferase complex subunit 1	chr9	108866898	108934414	-
ABITRAM	actin binding transcription modulator	chr9	108934400	108950744	+
CTNNAL1	catenin alpha like 1	chr9	108942569	109013645	-
TMEM245	transmembrane protein 245	chr9	109015135	109119974	-
FRRS1L	ferric chelate reductase 1 like	chr9	109130293	109167249	-
EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	chr9	109171463	109321067	-
PTPN3	protein tyrosine phosphatase non-receptor type 3	chr9	109375466	109498333	-
PALM2AKAP2	PALM2 and AKAP2 fusion	chr9	109498325	110172512	+
C9orf152	chromosome 9 open reading frame 152	chr9	110190048	110208159	-
TXN	thioredoxin	chr9	110243810	110256604	-
TXNDC8	thioredoxin domain containing 8	chr9	110303476	110337891	-
SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	chr9	110365248	110579880	-
MUSK	muscle associated receptor tyrosine kinase	chr9	110668779	110806558	+
LPAR1	lysophosphatidic acid receptor 1	chr9	110871773	111038863	-
OR2K2	olfactory receptor family 2 subfamily K member 2	chr9	111327229	111330224	-
ECPAS	Ecm29 proteasome adaptor and scaffold	chr9	111360685	111484745	-
ZNF483	zinc finger protein 483	chr9	111525054	111577844	+
PTGR1	prostaglandin reductase 1	chr9	111549722	111599893	-
DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	chr9	111631334	111654351	+
GNG10	G protein subunit gamma 10	chr9	111661561	111670473	+
SHOC1	shortage in chiasmata 1	chr9	111686171	111795008	-
UGCG	UDP-glucose ceramide glucosyltransferase	chr9	111896814	111935374	+
SUSD1	sushi domain containing 1	chr9	112040777	112175486	-
PTBP3	polypyrimidine tract binding protein 3	chr9	112215071	112333695	-
HSDL2	hydroxysteroid dehydrogenase like 2	chr9	112380051	112472408	+
KIAA1958	KIAA1958	chr9	112486827	112669397	+
INIP	INTS3 and NABP interacting protein	chr9	112683926	112718149	-
SNX30	sorting nexin family member 30	chr9	112750760	112881671	+
SLC46A2	solute carrier family 46 member 2	chr9	112878920	112890876	-
ZNF883	zinc finger protein 883	chr9	112988129	113012242	-
ZFP37	ZFP37 zinc finger protein	chr9	113038377	113056759	-
SLC31A2	solute carrier family 31 member 2	chr9	113150976	113164140	+
FKBP15	FKBP prolyl isomerase family member 15	chr9	113161006	113221458	-
SLC31A1	solute carrier family 31 member 1	chr9	113221191	113264492	+
CDC26	cell division cycle 26	chr9	113255835	113275602	-
PRPF4	pre-mRNA splicing tri-snRNP complex factor PRPF4	chr9	113275642	113294009	+
RNF183	ring finger protein 183	chr9	113297093	113303376	-
WDR31	WD repeat domain 31	chr9	113313222	113340337	-
BSPRY	B-box and SPRY domain containing	chr9	113349520	113371233	+
HDHD3	haloacid dehalogenase like hydrolase domain containing 3	chr9	113373417	113377473	-
ALAD	aminolevulinate dehydratase	chr9	113386304	113401356	-
POLE3	DNA polymerase epsilon 3, accessory subunit	chr9	113407232	113410723	-
C9orf43	chromosome 9 open reading frame 43	chr9	113410054	113429690	+
RGS3	regulator of G protein signaling 3	chr9	113444731	113597743	+
ZNF618	zinc finger protein 618	chr9	113876052	114056593	+
AMBP	alpha-1-microglobulin/bikunin precursor	chr9	114060127	114080970	-
KIF12	kinesin family member 12	chr9	114086126	114099292	-
COL27A1	collagen type XXVII alpha 1 chain	chr9	114155537	114312511	+
ORM1	orosomucoid 1	chr9	114323025	114326479	+
ORM2	orosomucoid 2	chr9	114329788	114333254	+
AKNA	AT-hook transcription factor	chr9	114334156	114394405	-
WHRN	whirlin	chr9	114402078	114505525	-
ATP6V1G1	ATPase H+ transporting V1 subunit G1	chr9	114587706	114598915	+
TMEM268	transmembrane protein 268	chr9	114611206	114646422	+
TEX53	testis expressed 53	chr9	114656304	114662374	-
TEX48	testis expressed 48	chr9	114666434	114682192	-
TNFSF15	TNF superfamily member 15	chr9	114784652	114806039	-
TNFSF8	TNF superfamily member 8	chr9	114893343	114930595	-
TNC	tenascin C	chr9	115019575	115118257	-
PAPPA	pappalysin 1	chr9	116153791	116402321	+
ASTN2	astrotactin 2	chr9	116423112	117415070	-
TRIM32	tripartite motif containing 32	chr9	116687305	116701300	+
TLR4	toll like receptor 4	chr9	117704175	117724735	+
BRINP1	BMP/retinoic acid inducible neural specific 1	chr9	119153458	119369515	-
CDK5RAP2	CDK5 regulatory subunit associated protein 2	chr9	120388875	120580172	-
MEGF9	multiple EGF like domains 9	chr9	120600811	120714470	-
FBXW2	F-box and WD repeat domain containing 2	chr9	120751978	120793438	-
B3GALT9	beta-1,3-galactosyltransferase 9	chr9	120792403	120801787	+
PSMD5	proteasome 26S subunit, non-ATPase 5	chr9	120815496	120842984	-
PHF19	PHD finger protein 19	chr9	120855651	120894896	-
TRAF1	TNF receptor associated factor 1	chr9	120902393	120931875	-
C5	complement C5	chr9	120932987	121075195	-
CNTRL	centriolin	chr9	121074660	121177729	+
RAB14	RAB14, member RAS oncogene family	chr9	121178133	121223014	-
GSN	gelsolin	chr9	121201324	121334721	+
STOM	stomatin	chr9	121338987	121370304	-
GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)	chr9	121444991	121500032	-
DAB2IP	DAB2 interacting protein	chr9	121567057	121785530	+
TTLL11	tubulin tyrosine ligase like 11	chr9	121815674	122093606	-
NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	chr9	122144058	122159779	-
MORN5	MORN repeat containing 5	chr9	122159903	122200088	+
LHX6	LIM homeobox 6	chr9	122202577	122229626	-
RBM18	RNA binding motif protein 18	chr9	122237622	122264855	-
MRRF	mitochondrial ribosome recycling factor	chr9	122264603	122331337	+
PTGS1	prostaglandin-endoperoxide synthase 1	chr9	122370530	122395705	+
OR1J1	olfactory receptor family 1 subfamily J member 1	chr9	122476958	122477926	-
OR1J2	olfactory receptor family 1 subfamily J member 2	chr9	122510802	122511743	+
OR1J4	olfactory receptor family 1 subfamily J member 4	chr9	122519141	122520082	+
OR1N1	olfactory receptor family 1 subfamily N member 1	chr9	122526358	122527293	-
OR1N2	olfactory receptor family 1 subfamily N member 2	chr9	122553112	122554214	+
OR1L8	olfactory receptor family 1 subfamily L member 8	chr9	122567117	122583384	-
OR1Q1	olfactory receptor family 1 subfamily Q member 1	chr9	122614738	122615682	+
OR1B1	olfactory receptor family 1 subfamily B member 1	chr9	122628125	122657627	-
OR1L1	olfactory receptor family 1 subfamily L member 1	chr9	122661566	122662648	+
OR1L3	olfactory receptor family 1 subfamily L member 3	chr9	122675130	122676104	+
OR1L4	olfactory receptor family 1 subfamily L member 4	chr9	122723990	122724925	+
OR1L6	olfactory receptor family 1 subfamily L member 6	chr9	122742303	122750783	+
